area,broker,community,features,floor,image_urls,model,phones,position,price,release_time,subway,title 
93平米,李森,海荣名城,,高楼层 (共28层),"https://image1.ljcdn.com/610100-inspection/14a4d7f1-2043-42f8-a6fe-484eddc0a109.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/132ab047-2c3b-4cd9-9c33-cdb4ae431fb2.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/010774b8-497d-46c2-a530-3bd2b2bb3ace.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/3e6a98a1-1e7b-44ba-95e9-6431d71ca62a.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/e66124f5-cee5-4388-9fdc-8ee173f9601c.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/f8d272dd-99d5-4a12-b904-401c589c0835.jpg.600x450.jpg,https://image1.ljcdn.com/x-se/610100-frame/9f67ee72-b12e-41ce-bb3d-c3faf560a4af.jpg.600x450.jpg",3室1厅1卫  ,"<div class=""phone"">
              4008602311
                              <span>转</span>
                7741
                          </div>",未央,"<span class=""total"">2000</span>,<span class=""unit"">
        <span>元/月</span>
      </span>",33天前发布,距地铁2号线运动公园827米,"<h1 class=""main"">海荣名城 3室1厅 2000元</h1>"
99平米,潘珍,天地源曲江香都,,低楼层 (共33层),,3室1厅1卫  ,"<div class=""phone"">
              4008959756
                              <span>转</span>
                7083
                          </div>",雁塔,"<span class=""total"">2200</span>,<span class=""unit"">
        <span>元/月</span>
      </span>",33天前发布,暂无数据,"<h1 class=""main"">天地源曲江香都 3室1厅 2200元</h1>"
47平米,袁阳,华城国际小区,"<span class=""text"">公交有18路、46路、106路、166路等在西三爻站下车 19/k19路、215路、229路、323路、44路、504路、527路、600 616 603 408在电视塔下车</span>,<span class=""text"">小区6号楼下就是国美电器。北侧300米（数据来自百度地图）有麦德龙购物超市， 银行，餐饮，医疗设施配套齐全、。小区西门早晨9点前是早市，下午6点后是夜市，由市政统一管理 交通出行：</span>,<span class=""text"">小区由南飞鸿集团开发，物业为开发商自己旗下的，管理好。小区设计灵感来源于消失的古巴比伦王国，与中国园林相结合，将园林置于高楼。小区环境优美，天然氧吧。</span>",高楼层 (共32层),,1室0厅1卫  ,"<div class=""phone"">
              4008929687
                              <span>转</span>
                7871
                          </div>",雁塔,"<span class=""total"">2300</span>,<span class=""unit"">
        <span>元/月</span>
      </span>",33天前发布,距地铁2号线会展中心1125米,"<h1 class=""main"">华城国际+精装一居+拎包入住+采光好</h1>"
85.6平米,任泽鹏,绿地与湖,"<span class=""text"">小区有多路公交车：172、607、浐灞3号线、270等。另外地铁5号线月登阁站正在规划建设中，预计2020年开通。</span>,<span class=""text"">绿地集团开发，纯南通透户型新观景房，精装修，业主自住的，户型正。</span>,<span class=""text"">离小区最近的购物广场产丰国际，红叶影城，沃尔玛，东边有雁鸣湖湿地公园。</span>",中楼层 (共33层),"https://image1.ljcdn.com/610100-inspection/0416f57f-b1ff-46f7-8e52-14b8e6ca656a.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/b9728c45-5755-4862-a4f7-e9d232cfa833.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/f54c91ff-a0e7-487d-af22-44d10057197b.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/4cd65de5-2b56-40be-bd4f-f689f2105af0.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/6b76a211-4e94-40f5-8a2f-05a2d8f72e94.jpg.600x450.jpg,https://image1.ljcdn.com/x-se/610100-frame/44d04e87-5c30-4261-bce1-0baab0d8a3ac.jpg.600x450.jpg",2室1厅1卫  ,"<div class=""phone"">
              4008959750
                              <span>转</span>
                6407
                          </div>",雁塔,"<span class=""total"">2000</span>,<span class=""unit"">
        <span>元/月</span>
      </span>",33天前发布,暂无数据,"<h1 class=""main"">雁鸣湖畔 环境优雅，户型正，空气流通性好</h1>"
96平米,葛珍,高科绿水东城,"<span class=""text"">公交线路有：237，530路申家村站下车。轨道交通： 1号线,6号线</span>,<span class=""text"">有滨河铁一中，陪读小区，离唐都医院灞桥区二幼近，小区门口有多家便利店、超市、饭店、可满足您的日常所需</span>,<span class=""text"">房子是简修，户型方正，明厨明卫，布局合理，冬天是地辐热地暖，厨卫齐全，可以做饭，可以洗澡，带日常所需的家具，家电，楼层适中，视野好采光好</span>",中楼层 (共33层),"https://image1.ljcdn.com/610100-inspection/f083d96a-6e61-4f61-ab0f-db8ee27ea9af.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/ce037cf9-3550-4d5f-8f73-87fc3d00570e.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/803aa1fd-0a49-4d9b-a6fb-dfb54690e973.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/72e28ef0-c37f-46ff-8e34-d4a1c446dcd6.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/34483f86-25c6-4873-9b8f-56e7c308aaa2.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/25d895e0-f36d-4110-8a7d-1ae7f0d0375f.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/2d381126-0acd-4840-902b-87853122e6e3.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/c4d9fe18-aa51-45a7-8076-f1fc5801e798.jpg.600x450.jpg,https://image1.ljcdn.com/x-se/610100-frame/7921f644-d998-4b4e-b83d-9eb8ffd27eff.jpg.600x450.jpg",3室2厅1卫  整租,"<div class=""phone"">
              4008959726
                              <span>转</span>
                8020
                          </div>",灞桥,"<span class=""total"">2000</span>,<span class=""unit"">
        <span>元/月</span>
      </span>,<span class=""tips decoration"">精装修</span>",33天前发布,暂无数据,"<h1 class=""main"">精装两室，拎包可直接入住，之前自住</h1>"
108平米,杭明宇,世家星城三期G区,"<span class=""text"">小区内环境优美 楼间距宽 人车分流 物业管理比较严格 每天都有人打扫卫生</span>,<span class=""text"">商场：人人乐超市，民生购物广场，华润万家，军工社区 银行：工商银行，建设银行，招商银行，交通银行，光大银行，中信银行 医疗：交大医附院，省人民医院，电子医院，省钟楼医院，西安市第八医院，博爱医院，521医院</span>,<span class=""text"">世家星城站：30、44、526、704、713、905 地铁2号线：会展中xin站</span>",中楼层 (共9层),"https://image1.ljcdn.com/610100-inspection/8353f08b-502b-44b1-a154-61302df0a02f.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/f22cb7bd-3b3d-4b34-b291-608b4da63d9e.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/ea5f67a8-7e19-4b02-a43f-2026d3928ba3.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/b72c381a-2312-42b5-8940-fdbd94beec29.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/38a6138a-70f3-4ee1-a141-ed5b3b24403c.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/098268ef-d48c-4590-848e-5bae08b5ae92.jpg.600x450.jpg,https://image1.ljcdn.com/x-se/610100-frame/beeab3b1-9fe2-4aa7-8fe4-38f31836bdf1.jpg.600x450.jpg",2室2厅1卫  ,"<div class=""phone"">
              4008602029
                              <span>转</span>
                8193
                          </div>",雁塔,"<span class=""total"">2200</span>,<span class=""unit"">
        <i></i><span>元/月</span>
      </span>",33天前发布,暂无数据,"<h1 class=""main"">世家星城，小区内环境好，交通便利。</h1>"
96平米,何威,招商依云曲江,"<span class=""text"">从项目的位置来看，周，边的配套和交通还不太成熟，但随着该区域的快速发展以及人口的流入，未来的配套将日趋完善，发展前景可期</span>,<span class=""text"">1、招商地产开发，具备绿色人居开发技术体系、综合社区开发能力，30年布局30城，开发商实力雄厚; 2、项目所处区域目前楼盘众多，交房入住后，能够带动区域整体的快速发展;</span>,<span class=""text"">招商依云曲江项目位于金羊路与新开门南路交汇处东南角，开发商是西安茂安房地产有限公司，物业是西安招商局物业管理有限公司。打造城市改善型精品住区，招商蛇口，是百年民族企业招商局集团旗下城市综合开发运营板块的旗舰企业，由招商地产与招商蛇口工业..</span>",中楼层 (共32层),,3室1厅1卫  ,"<div class=""phone"">
              4008602006
                              <span>转</span>
                7468
                          </div>",雁塔,"<span class=""total"">2200</span>,<span class=""unit"">
        <span>元/月</span>
      </span>",33天前发布,暂无数据,"<h1 class=""main"">招商依云曲江 精装空房两居室  可长租，看房方便</h1>"
80平米,郑杰,卡布奇诺国际社区,,低楼层 (共34层),"https://image1.ljcdn.com/610100-inspection/2ca73f6d-7e44-4742-8279-e3ce22a2bf59.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/52418cd1-34c8-474e-97e3-627f80e5774a.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/3d27abaa-5ed8-4dda-92dd-73bf65fd9138.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/bd7f6b92-5f53-42d2-a0f0-f4e6f05913a4.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/8aee4b25-6d96-4d30-a82c-0f80c6742968.jpg.600x450.jpg,https://image1.ljcdn.com/x-se/610100-frame/1c902855-b65e-4a80-9e33-c944617437ce.jpg.600x450.jpg",2室1厅1卫  ,"<div class=""phone"">
              4008605299
                              <span>转</span>
                8185
                          </div>",长安,"<span class=""total"">2300</span>,<span class=""unit"">
        <span>元/月</span>
      </span>",33天前发布,暂无数据,"<h1 class=""main"">卡布奇诺国际社区 2室1厅 2300元</h1>"
113.46平米,张晓东,瑞景华庭,"<span class=""text"">房子南向，大三居，采光充足，楼层适中，看房提前联系，维护人1</span>,<span class=""text"">房子业主在外地，常年外地，真实出租，空置房产，价格便宜，配套齐全！</span>,<span class=""text"">明光路，成熟社区，真实再租，适合陪读，自住，生活成本低，价格便宜
</span>",高楼层 (共33层),,3室2厅2卫  ,"<div class=""phone"">
              4008603778
                              <span>转</span>
                0012
                          </div>",未央,"<span class=""total"">2000</span>,<span class=""unit"">
        <span>元/月</span>
      </span>",33天前发布,暂无数据,"<h1 class=""main"">大三居 ，家具家电齐全，看房方便 ，</h1>"
77平米,陈宣,兴隆园二区,,高楼层 (共6层),"https://image1.ljcdn.com/610100-inspection/941bb4ee-880b-4673-98fa-2d6cb861331f.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/a3d759ad-7928-4bb4-8dba-d3cc62325a85.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/02470381-da79-4f0d-98ea-70fed3de386b.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/b8dd8283-d090-4f51-bafe-7e7ccf0c019a.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/04b1e05d-7015-4a33-8266-1ef021cd42bd.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/bd870a07-aac2-4853-87c6-bdef7988d8fa.jpg.600x450.jpg,https://image1.ljcdn.com/x-se/610100-frame/32320f6c-735e-4d43-bcf7-05c54194122d.jpg.600x450.jpg",3室2厅1卫  ,"<div class=""phone"">
              4008955256
                              <span>转</span>
                8049
                          </div>",未央,"<span class=""total"">2000</span>,<span class=""unit"">
        <span>元/月</span>
      </span>",33天前发布,暂无数据,"<h1 class=""main"">兴隆园二区 3室2厅 2000元</h1>"
105平米,史鹏凯,新兴骏景园,"<span class=""text"">新兴骏景园社区建筑面积48万平米，位于东二环与华清路交汇处东南角，是目前整个片区内规模内部配套最完善的大型居家社区</span>,<span class=""text"">20路、28路、209路、306路、401路、402路、604路；中巴有507路、527路、706路、707路、718路；地铁三号线胡家庙站出行方便</span>,<span class=""text"">建设银行、工行、招商银行、农行，易初莲花、华润万家、沃尔玛、长乐公园、兴庆公园、西京医院、第四军医大</span>",中楼层 (共11层),,3室2厅2卫  ,"<div class=""phone"">
              4008959715
                              <span>转</span>
                6226
                          </div>",新城区,"<span class=""total"">2400</span>,<span class=""unit"">
        <span>元/月</span>
      </span>",33天前发布,距地铁3号线胡家庙820米,"<h1 class=""main"">胡家庙地铁口，三室两厅出租，交通便利。</h1>"
45平米,赵可可,高新尊寓,,高楼层 (共30层),"https://image1.ljcdn.com/610100-inspection/62a09b8c-a63c-46aa-93c2-c95384d11874.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/c421e07d-4a00-440a-a7ad-4381db8b25c0.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/a5948909-219b-4632-94f7-03a5d8688d39.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/a26f031a-cbba-4327-972b-13efa7028436.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/c6f1220d-31b5-4026-8109-74daf861fbba.jpg.600x450.jpg,https://image1.ljcdn.com/x-se/610100-frame/edb5b0f5-923c-4c74-87c7-94afa0b6c926.jpg.600x450.jpg",1室1厅1卫  ,"<div class=""phone"">
              4008059096
                              <span>转</span>
                9941
                          </div>",雁塔,"<span class=""total"">2100</span>,<span class=""unit"">
        <i></i><span>元/月</span>
      </span>",35天前发布,暂无数据,"<h1 class=""main"">高新尊寓 1室1厅 2100元</h1>"
86.5平米,苏佩文,华远君城,"<span class=""text"">小区门口有多路公交，公交车至太元路西段站下车向东400米 地铁：四号线大明宫站，三号线辛家庙站。</span>,<span class=""text"">小区环境优美，华远君城社区总占地300亩，分东、西两区，是华远地产以品质生活为主题开发的大型社区，配北京圣瑞一级资质物业，自带华远好天地商街，社配套齐全，住户素质高</span>,<span class=""text"">商场：含元路华润万家、易初莲花、海阔天空、东方美居灯饰城、北大明宫建材家居城、金花路华润万家、大明宫苏宁电器（相距1000米）、大明宫国美电器（相距1000米）、辛家庙水果疏菜批发市场（相距800米） 医院：西京医院、唐城医院、黄河医院</span>",高楼层 (共32层),"https://image1.ljcdn.com/610100-inspection/40d237c2-7b96-48f6-9cc1-12b5c4f6ccdb.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/8026f89e-f593-44a4-b5d8-1f5f914ab7e6.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/f88634a1-6900-4fbb-aa5a-291813983d9e.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/2a292157-70f2-4d65-b781-6e0039fe5600.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/1a043b91-4d91-45d5-8171-ada6cbe9b83a.jpg.600x450.jpg,https://image1.ljcdn.com/x-se/610100-frame/9557f3dd-c298-4111-94f1-746fe37e7da2.jpg.600x450.jpg",2室1厅1卫  ,"<div class=""phone"">
              4008955205
                              <span>转</span>
                3217
                          </div>",未央,"<span class=""total"">2100</span>,<span class=""unit"">
        <i></i><span>元/月</span>
      </span>",35天前发布,暂无数据,"<h1 class=""main"">两室精装全配，拎包入住，采光充足</h1>"
94平米,李瑶倩,西市佳园,"<span class=""text"">公园：丰庆公园，唐城墙遗址公园，牡丹庄园等。 医院：高新医院、民航医院. 超市：华润万家，永辉超市，卜峰莲花，金鹰，世纪金花 银行：中国银行，建设银行等 地铁：地铁3号线。</span>,<span class=""text"">处于南二环交通大动脉，东邻丰庆公园南门，南邻南二环，地理位置优越，有10余条公交线..</span>,<span class=""text"">小区位于西市北路，东临大唐西市，西邻丰庆公园，小区共有14栋住宅楼2826户，小区内部配有中老年活动场、儿童游乐场以及人工湖避暑亭。
</span>",中楼层 (共34层),,2室1厅2卫  ,"<div class=""phone"">
              4008690196
                              <span>转</span>
                7330
                          </div>",莲湖,"<span class=""total"">3200</span>,<span class=""unit"">
        <span>元/月</span>
      </span>",71天前发布,暂无数据,"<h1 class=""main"">西市佳园  精装两居室 中高楼层采光好</h1>"
94平米,刘洋,省直机关三爻小区B区,"<span class=""text"">离地铁2号线三爻500米，公交：19、44、106、212、215、229、239、320、321等路 三森国际家居站下车向南200米。</span>,<span class=""text"">商场：麦德龙、华润万家、人人乐、好友多、百安居、三森国际、小寨国贸、医院：西安交大医学院、同济医院、八院 521医院</span>,<span class=""text"">省直机关三爻小区E区占据城南，东街曲江CCBD,西揽千亩清凉山公园，横跨长安路与朱雀路两大城市主干道，更有交通动脉南山环相符，地铁2号线贯穿城市南北，出门步行五百米就是地铁口，出行便利。</span>",低楼层 (共32层),,2室1厅1卫  ,"<div class=""phone"">
              4008959857
                              <span>转</span>
                7253
                          </div>",雁塔,"<span class=""total"">2100</span>,<span class=""unit"">
        <span>元/月</span>
      </span>",35天前发布,暂无数据,"<h1 class=""main"">城南地铁口，两居诚心租 ，交通便利</h1>"
96平米,何彦文,中海碧林湾,,高楼层 (共34层),"https://image1.ljcdn.com/610100-inspection/bb25f512-efe6-474e-a477-be69a2a4f00c.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/40b16505-7dd1-44af-8c42-0a6afdccf099.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/e674d7ef-9943-49a6-8b3e-a218feb9ad94.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/9528a86f-62a3-486c-8728-38b67e789ef4.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/4976ff77-aecb-42d5-9082-36d1ccb3e984.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/1a64a637-ca46-4575-a50b-3900a904aa5f.jpg.600x450.jpg,https://image1.ljcdn.com/x-se/610100-frame/085af863-5ae6-495f-b5df-6024e9ed6aa9.jpg.600x450.jpg",2室2厅1卫  ,"<div class=""phone"">
              4008959780
                              <span>转</span>
                4740
                          </div>",雁塔,"<span class=""total"">3300</span>,<span class=""unit"">
        <span>元/月</span>
      </span>",71天前发布,暂无数据,"<h1 class=""main"">中海碧林湾 2室2厅 3300元</h1>"
85平米,魏宏雨,天地源枫林意树,"<span class=""text"">业主目前可租可售，看房的话提前预约！近两天看房不方便，7月方便看房</span>,<span class=""text"">小区北门口就是35，184路路公交车起点站，小区东门口就是32路公交车起点站，未来有地铁6号线。</span>,<span class=""text"">商场：世纪金花、金鹰国际、易初莲花、爱家等 医院：高新医院、导航医院等 银行：建行、工行、中国银行、交通银行等</span>",低楼层 (共12层),"https://image1.ljcdn.com/610100-inspection/3044290b-312b-4fe6-b06d-f0aadf9694c4.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/b31cb050-c173-4219-a5ff-769d8b95f2dd.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/cb62ef2b-30b6-42d2-bf80-78089b14add6.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/f01fcafa-f4be-4357-9a6c-7766b2e4bcb6.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/680abdf8-5dde-4b8f-992a-8883572a03ca.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/5f6da88e-6823-4443-8a92-196820b9c8dd.jpg.600x450.jpg,https://image1.ljcdn.com/x-se/610100-frame/abba804f-50d7-430c-ac08-f3abcc07a06b.jpg.600x450.jpg",2室2厅1卫  ,"<div class=""phone"">
              4008605058
                              <span>转</span>
                7291
                          </div>",雁塔,"<span class=""total"">3600</span>,<span class=""unit"">
        <i></i><span>元/月</span>
      </span>",83天前发布,暂无数据,"<h1 class=""main"">高新区，天地源枫林意树，南向2居室，精装修</h1>"
84.82平米,张政,泽星雅龙湾,,低楼层 (共30层),"https://image1.ljcdn.com/610100-inspection/fc680756-7900-47cf-aea5-da04cd6a43dd.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/ddeac4af-18d0-4598-bd73-722c548a66e1.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/5bee218c-4007-4eec-a19c-5f4c982a992c.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/d11a2d5c-2e21-4391-86df-26fe60744385.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/e6d6b46b-f6b1-45a0-b4b9-74d8ab8f0723.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/64316a24-3be2-446e-8a4b-a435b667617a.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/77fe4a31-32f9-411c-ae26-7ef392023443.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/33444e3d-a210-429e-a389-f76de799c1a1.jpg.600x450.jpg,https://image1.ljcdn.com/x-se/610100-frame/ad6c1004-9493-4e3c-b7a1-c02d8eebfd3d.jpg.600x450.jpg",2室1厅1卫  ,"<div class=""phone"">
              4008599756
                              <span>转</span>
                6402
                          </div>",未央,"<span class=""total"">3000</span>,<span class=""unit"">
        <span>元/月</span>
      </span>",81天前发布,暂无数据,"<h1 class=""main"">泽星雅龙湾 2室1厅 3000元</h1>"
80平米,陈绪奎,易道郡玫瑰公馆一期,"<span class=""text"">商 场：民生购物商场、国美电器、世纪金花高新购物、华润万家等大型商超。饭店商店一应俱全</span>,<span class=""text"">公交线路：可乘坐908路、251路、608路、107路、512路、902路、 34路、800路、300路、400等科技二路或丁家桥站下车； 地铁线路：地铁3号线丈八北路站向南1550米</span>,<span class=""text"">易道郡玫瑰公馆环境形成不同风格、各具特色的园林景观，整体构成小区既统一、和谐、又有丰富变化的特色园林景观。极大地提高小区的格调与品质，同时为业主提供高品味的休闲居住环境。</span>,<span class=""text"">高新区繁华地段，酒店式装修，拎包入住，早餐卫生可托管，总价6000元</span>",低楼层 (共31层),,2室2厅1卫  ,"<div class=""phone"">
              4008959780
                              <span>转</span>
                5547
                          </div>",雁塔,"<span class=""total"">3000</span>,<span class=""unit"">
        <i></i><span>元/月</span>
      </span>",203天前发布,暂无数据,"<h1 class=""main"">高新区易道郡玫瑰公馆公寓酒店式装修拎包入住出行方便</h1>"
85平米,党嘉伟,保亿风景大院,"<span class=""text"">房子是两室两厅一厨一卫，南北通透，全明户型，客厅带阳台，视野开阔。</span>,<span class=""text"">环境优美，楼间距大，采光通风好，配置齐全，拎包入住，交通便利。</span>,<span class=""text"">小区位于西安市二环线内，含元路与八府庄南路交界处。华荣风景大院项目占地120余亩，社区内生态环境优异，原生数百株成年大数，形成区域内清新幽静的环境特色。</span>,<span class=""text"">商场：康复路商厂、轻工业批发市场 、家乐超市、 大家润超市、 八府庄综合市场医院：铁指医院、太华医院、西京医院邮局：中铁物资银行：农业银行、其他银行</span>,<span class=""text"">八府庄站：小区有16路、 262路、 409路、 707路，含元路一直往东就到地铁三号线石家街站，出行方便。</span>",中楼层 (共5层),"https://image1.ljcdn.com/610100-inspection/99757b2b-d5f8-4f2c-96a3-5665ba304994.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/dc6e7f66-d9af-4748-8a26-b89ad3faa56c.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/eb46728e-8027-4d1a-8f4d-1c96ad082c69.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/6771065d-5858-450f-bcb0-fb5bac102a2d.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/97c80cc0-f06f-475f-b685-3804eb1a8165.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/7ea08f8a-e20b-4d21-a98f-558b98c3b099.jpg.600x450.jpg,https://image1.ljcdn.com/x-se/610100-frame/e4caf994-e24a-40ee-94d5-815aa3dc9bd8.png.600x450.jpg",2室2厅1卫  ,"<div class=""phone"">
              4008956286
                              <span>转</span>
                4588
                          </div>",新城区,"<span class=""total"">2100</span>,<span class=""unit"">
        <span>元/月</span>
      </span>",36天前发布,暂无数据,"<h1 class=""main"">近地铁口 精装两室 配置齐全 环境优美</h1>"
22.7平米,赵瑞,恒大嘉里公馆,"<span class=""text"">距离地铁3号线延兴门站，出行方便，交通线路丰富，开车通行可走曲江大道走三环。公交线路有：702路、208路、308路等在建工路站下车，37路在千户村站下车。</span>,<span class=""text"">商场： 建工路综合市场 人人乐 华润万家 沃尔玛 百盛医院：518医院，东方医院、中德骨科医院、 邮局：中国邮政银行：中国信合，工商银行</span>,<span class=""text"">城东唯一拥有花园的小户型大社区 !地处南二环东段新城科技产业园内，19、208、700等十余条公交线路途径金花路、小寨、钟楼、大雁塔通达西安各区</span>",中楼层 (共17层),"https://image1.ljcdn.com/610100-inspection/c4286fe4-3739-46f9-bc00-3763ec966640.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/4b132731-4fe1-4ee8-a4d0-1e5f2b13090d.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/378c19fa-0d2d-440b-96c1-cb7722c6b101.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/87416793-3c26-41dc-b8cf-f719b4846735.JPG.600x (1).JPG.600x450.jpg,https://image1.ljcdn.com/610100-inspection/ecd00b5d-0c00-47d0-b620-6afed2f90b1e.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/f206266f-54f7-494c-a03d-94c2b696c258.jpg.600x450.jpg,https://image1.ljcdn.com/x-se/hdic-frame/87ac3155-a280-439a-bc11-7592b5ca2e7d.png.600x450.jpg",1室0厅1卫  ,"<div class=""phone"">
              4008602311
                              <span>转</span>
                0257
                          </div>",新城区,"<span class=""total"">1000</span>,<span class=""unit"">
        <i></i><span>元/月</span>
      </span>",44天前发布,距地铁3号线延兴门1154米,"<h1 class=""main"">精美小一居，礼包入住，双气电梯房</h1>"
43平米,李旭,龙湖香醍国际社区,"<span class=""text"">龙湖香醍国际高品质小区住宅，家具全配，一室精装修，业主诚心出租！</span>,<span class=""text"">大润家购物广场 医院：唐都医院、西京医院邮局：中国 邮政(长乐东路邮政所)银行：中国工商银行</span>,<span class=""text"">龙湖香醍国际社区项目位于浐河西路中段路西半坡度假酒店北侧（东临浐河，北接沁水新城，南临恒大绿洲），是浐灞生态区中距离城区最近，拥有纯正西班牙建筑风格，享受龙湖五重园林的墅级景观，筑造百万建面的洋房大社区。</span>,<span class=""text"">交通状况：8、242、409、800、508、240、13、11、105、15、511、301、507、715、233田家湾站下车。 地铁线路： 地铁1号线长乐坡站、浐河站下车。</span>",中楼层 (共32层),,1室0厅1卫  ,"<div class=""phone"">
              4008065875
                              <span>转</span>
                3423
                          </div>",灞桥,"<span class=""total"">1500</span>,<span class=""unit"">
        <span>元/月</span>
      </span>",55天前发布,距地铁1号线长乐坡1109米,"<h1 class=""main"">龙湖香醍国际社区一居室，精装全配</h1>"
39平米,吴薇,万达西安ONE,"<span class=""text"">TOUZI。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。</span>,<span class=""text"">loft。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。</span>,<span class=""text"">毛坯。。。。。。。。。。。。。。。。。。。。。。。。。。。。</span>,<span class=""text"">公交线路：乘608路、32路、700路、206路、411路、324路到木塔寺遗址公园下车。 地铁线路：乘地铁6号线（在建中）在木塔寺站下车。</span>,<span class=""text"">金鹰百货、卜蜂莲花、人人乐、华润万家。 银行：人民银行、招行、浦发银行、华夏银行、光大银行、建行、工行、农行等网点。 小区内部配套：15万㎡国际购物、400米超高层写字楼、城市公园、公寓和party&amp;park时尚街区。</span>,<span class=""text"">万达one位于高新，配套完善，万达广场全面入驻；其次，交通便利，多条公交线路，地铁6号线（2020年底通车）为居民提供更加方便的出行；写字间林立，高档小区众多，提供了强大的消费群体。纯毛坯、整层出租。适合办公、酒店。</span>",低楼层 (共33层),,2室2厅2卫  ,"<div class=""phone"">
              4008607665
                              <span>转</span>
                1315
                          </div>",雁塔,"<span class=""total"">3500</span>,<span class=""unit"">
        <span>元/月</span>
      </span>",55天前发布,暂无数据,"<h1 class=""main"">高新区 万达ONE  loft 毛坯房 适合办公 酒店</h1>"
